S,K,r,q,sigma,T,Call,Put,Forward,S2
100,80,0.1,0.05,0.2,1.4,24.67288567,0.982162515,107.2508181,10000
100,80,0.1,0.05,0.2,1.5,24.97258695,1.054876427,107.7884151,10000
100,80,0.1,0.05,0.2,1.6,25.263944,1.12381248,108.3287068,10000
100,80,0.1,0.05,0.2,1.7,25.54709883,1.189055715,108.8717067,10000
100,80,0.1,0.05,0.2,1.8,25.82221711,1.250715498,109.4174284,10000
100,80,0.1,0.05,0.2,2.0,26.34907088,1.363789323,110.5170918,10000
100,80,0.1,0.05,0.22,0.0,20.0,0.0,100.0,10000
100,80,0.1,0.05,0.22,0.1,20.29811082,0.000849597,100.5012521,10000
100,80,0.1,0.05,0.22,0.2,20.61489511,0.025805604,101.0050167,10000
100,80,0.1,0.05,0.22,0.3,20.97073162,0.095180348,101.5113065,10000
100,80,0.1,0.05,0.22,0.4,21.35291445,0.196202256,102.020134,10000
100,80,0.1,0.05,0.22,0.5,21.7470189,0.314381662,102.5315121,10000
100,80,0.1,0.05,0.22,0.6,22.14360618,0.440215516,103.0454534,10000
100,80,0.1,0.05,0.22,0.7,22.5370404,0.568004371,103.5619709,10000
100,80,0.1,0.05,0.22,0.9,23.30269034,0.817436982,104.602786,10000
100,80,0.1,0.05,0.22,1.1,24.03133947,1.049555502,105.6540615,10000
100,80,0.1,0.05,0.22,1.5,25.36787441,1.450163891,107.7884151,10000
100,80,0.1,0.05,0.22,1.8,26.26845778,1.696956161,109.4174284,10000
100,80,0.1,0.05,0.22,2.0,26.82398792,1.83870636,110.5170918,10000
100,80,0.1,0.05,0.24,0.0,20.0,0.0,100.0,10000
100,80,0.1,0.05,0.24,0.1,20.29977989,0.002518667,100.5012521,10000
100,80,0.1,0.05,0.24,0.2,20.63903796,0.049948451,101.0050167,10000
100,80,0.1,0.05,0.24,0.3,21.03466115,0.159109877,101.5113065,10000
100,80,0.1,0.05,0.24,0.4,21.46095053,0.304238331,102.020134,10000
100,80,0.1,0.05,0.24,0.5,21.89820579,0.465568549,102.5315121,10000
100,80,0.1,0.05,0.24,0.6,22.33529987,0.631909202,103.0454534,10000
100,80,0.1,0.05,0.24,0.7,22.76620665,0.797170613,103.5619709,10000
100,80,0.1,0.05,0.24,0.8,23.18770373,0.958067529,104.0810774,10000
100,80,0.1,0.05,0.24,0.9,23.59812084,1.112867482,104.602786,10000
100,80,0.1,0.05,0.24,1.0,23.9966651,1.260716093,105.1271096,10000
100,80,0.1,0.05,0.24,1.1,24.38304886,1.401264891,105.6540615,10000
100,80,0.1,0.05,0.24,1.2,24.75727847,1.534460045,106.1836547,10000
100,80,0.1,0.05,0.24,1.4,25.47008131,1.779358152,107.2508181,10000
100,80,0.1,0.05,0.24,1.5,25.80925675,1.891546232,107.7884151,10000
100,80,0.1,0.05,0.26,0.0,20.0,0.0,100.0,10000
100,80,0.1,0.05,0.26,0.1,20.30330036,0.006039145,100.5012521,10000
100,80,0.1,0.05,0.26,0.2,20.67478363,0.085694124,101.0050167,10000
100,80,0.1,0.05,0.26,0.3,21.11869719,0.243145909,101.5113065,10000
100,80,0.1,0.05,0.26,0.4,21.59474935,0.438037155,102.020134,10000
100,80,0.1,0.05,0.26,0.5,22.07887331,0.646236065,102.5315121,10000
100,80,0.1,0.05,0.26,0.6,22.55899205,0.855601385,103.0454534,10000
100,80,0.1,0.05,0.26,0.7,23.02913891,1.060102873,103.5619709,10000
100,80,0.1,0.05,0.26,0.8,23.4864266,1.256790394,104.0810774,10000
100,80,0.1,0.05,0.26,1.0,24.35811787,1.622168865,105.1271096,10000
100,80,0.1,0.05,0.26,1.2,25.1718076,1.948989184,106.1836547,10000
100,80,0.1,0.05,0.26,1.6,26.63654983,2.496418313,108.3287068,10000
100,80,0.1,0.05,0.26,1.7,26.97165993,2.613616816,108.8717067,10000
100,80,0.1,0.05,0.26,1.9,27.60791171,2.827348974,109.9658855,10000
100,80,0.1,0.05,0.28,0.0,20.0,0.0,100.0,10000
100,80,0.1,0.05,0.28,0.1,20.30964421,0.01238299,100.5012521,10000
100,80,0.1,0.05,0.28,0.2,20.72347043,0.134380919,101.0050167,10000
100,80,0.1,0.05,0.28,0.3,21.22290068,0.3473494,101.5113065,10000
100,80,0.1,0.05,0.28,0.4,21.75304219,0.596329987,102.020134,10000
100,80,0.1,0.05,0.28,0.5,22.28667706,0.854039821,102.5315121,10000
100,80,0.1,0.05,0.28,0.6,22.81150408,1.108113411,103.0454534,10000
100,80,0.1,0.05,0.28,0.7,23.322009,1.352972967,103.5619709,10000
100,80,0.1,0.05,0.28,1.1,25.19312847,2.211344502,105.6540615,10000
100,80,0.1,0.05,0.28,1.4,26.42249872,2.731775559,107.2508181,10000
100,80,0.1,0.05,0.28,1.7,27.52127422,3.163231108,108.8717067,10000
100,80,0.1,0.05,0.28,1.8,27.86143519,3.289933572,109.4174284,10000
100,80,0.1,0.05,0.28,1.9,28.18948377,3.408921034,109.9658855,10000
100,80,0.1,0.05,0.3,0.0,20.0,0.0,100.0,10000
100,80,0.1,0.05,0.3,0.1,20.31981931,0.022558091,100.5012521,10000
100,80,0.1,0.05,0.3,0.2,20.78582905,0.196739537,101.0050167,10000
100,80,0.1,0.05,0.3,0.3,21.34668042,0.47112914,101.5113065,10000
100,80,0.1,0.05,0.3,0.4,21.93411588,0.777403678,102.020134,10000
100,80,0.1,0.05,0.3,0.5,22.51907286,1.086435612,102.5315121,10000
100,80,0.1,0.05,0.3,0.6,23.08967975,1.386289083,103.0454534,10000
100,80,0.1,0.05,0.3,0.7,23.64120032,1.67216429,103.5619709,10000
100,80,0.1,0.05,0.3,0.8,24.17202415,1.94238795,104.0810774,10000
100,80,0.1,0.05,0.3,0.9,24.68196928,2.196715923,104.602786,10000
100,80,0.1,0.05,0.3,1.0,25.17151456,2.435565554,105.1271096,10000
100,80,0.1,0.05,0.3,1.2,26.09261624,2.869797821,106.1836547,10000
100,80,0.1,0.05,0.3,1.4,26.9424008,3.251677643,107.2508181,10000
100,80,0.1,0.05,0.3,1.6,27.72780698,3.587675457,108.3287068,10000
100,80,0.1,0.05,0.3,1.9,28.79848292,4.017920188,109.9658855,10000
100,80,0.1,0.05,0.3,2.0,29.12934962,4.144068065,110.5170918,10000
100,80,0.1,0.05,0.32,0.0,20.0,0.0,100.0,10000
100,80,0.1,0.05,0.32,0.1,20.3347672,0.037505976,100.5012521,10000
100,80,0.1,0.05,0.32,0.2,20.86208809,0.272998576,101.0050167,10000
100,80,0.1,0.05,0.32,0.3,21.48904325,0.613491975,101.5113065,10000
100,80,0.1,0.05,0.32,0.4,22.13607601,0.979363815,102.020134,10000
100,80,0.1,0.05,0.32,0.5,22.77354258,1.340905339,102.5315121,10000
100,80,0.1,0.05,0.32,0.6,23.39056056,1.687169891,103.0454534,10000
100,80,0.1,0.05,0.32,0.7,23.98343229,2.014396259,103.5619709,10000
100,80,0.1,0.05,0.32,1.1,26.11302371,3.131239742,105.6540615,10000
100,80,0.1,0.05,0.32,1.2,26.58994382,3.367125403,106.1836547,10000
100,80,0.1,0.05,0.32,1.3,27.04704389,3.587932022,106.7159024,10000
100,80,0.1,0.05,0.32,1.7,28.69832508,4.340281969,108.8717067,10000
100,80,0.1,0.05,0.32,1.8,29.07145278,4.499951164,109.4174284,10000
100,80,0.1,0.05,0.32,2.0,29.77550722,4.790225662,110.5170918,10000
100,80,0.1,0.05,0.34,0.0,20.0,0.0,100.0,10000
100,80,0.1,0.05,0.34,0.1,20.35529441,0.058033189,100.5012521,10000
100,80,0.1,0.05,0.34,0.2,20.95209743,0.363007919,101.0050167,10000
100,80,0.1,0.05,0.34,0.3,21.64877937,0.773228089,101.5113065,10000
100,80,0.1,0.05,0.34,0.4,22.35701004,1.200297841,102.020134,10000
100,80,0.1,0.05,0.34,0.5,23.04771385,1.615076608,102.5315121,10000
100,80,0.1,0.05,0.34,0.6,23.71146087,2.0080702,103.0454534,10000
100,80,0.1,0.05,0.34,0.7,24.34579574,2.376759711,103.5619709,10000
100,80,0.1,0.05,0.34,0.8,24.95091384,2.721277633,104.0810774,10000
100,80,0.1,0.05,0.34,1.0,26.07868055,3.342731545,105.1271096,10000
100,80,0.1,0.05,0.34,1.1,26.60450109,3.622717116,105.6540615,10000
100,80,0.1,0.05,0.34,1.2,27.10704579,3.884227364,106.1836547,10000
100,80,0.1,0.05,0.34,1.4,28.04801356,4.357290404,107.2508181,10000
100,80,0.1,0.05,0.34,1.6,28.91182431,4.771692785,108.3287068,10000
100,80,0.1,0.05,0.34,2.0,30.44052943,5.455247874,110.5170918,10000
100,80,0.1,0.05,0.36,0.0,20.0,0.0,100.0,10000
100,80,0.1,0.05,0.36,0.1,20.38203861,0.084777394,100.5012521,10000
100,80,0.1,0.05,0.36,0.2,21.05544174,0.46635223,101.0050167,10000
100,80,0.1,0.05,0.36,0.3,21.82458948,0.949038203,101.5113065,10000
100,80,0.1,0.05,0.36,0.4,22.595081,1.438368802,102.020134,10000
100,80,0.1,0.05,0.36,0.5,23.33941456,1.906777321,102.5315121,10000
100,80,0.1,0.05,0.36,0.6,24.04998754,2.346596867,103.0454534,10000
100,80,0.1,0.05,0.36,0.7,24.72574326,2.756707225,103.5619709,10000
100,80,0.1,0.05,0.36,0.8,25.36790017,3.138263963,104.0810774,10000
100,80,0.1,0.05,0.36,1.0,26.55943293,3.823483919,105.1271096,10000
100,80,0.1,0.05,0.36,1.2,27.64099324,4.418174819,106.1836547,10000
100,80,0.1,0.05,0.36,1.3,28.1451806,4.686068733,106.7159024,10000
100,80,0.1,0.05,0.36,1.4,28.62711343,4.936390273,107.2508181,10000
100,80,0.1,0.05,0.36,1.6,29.52970242,5.389570902,108.3287068,10000
100,80,0.1,0.05,0.36,1.8,30.35842702,5.78692541,109.4174284,10000
100,80,0.1,0.05,0.38,0.0,20.0,0.0,100.0,10000
100,80,0.1,0.05,0.38,0.1,20.41546189,0.118200672,100.5012521,10000
100,80,0.1,0.05,0.38,0.2,21.17153347,0.582443964,101.0050167,10000
100,80,0.1,0.05,0.38,0.3,22.01516716,1.139615888,101.5113065,10000
100,80,0.1,0.05,0.38,0.4,22.84857626,1.691864058,102.020134,10000
100,80,0.1,0.05,0.38,0.5,23.64668982,2.214052577,102.5315121,10000
100,80,0.1,0.05,0.38,0.6,24.40403067,2.700640002,103.0454534,10000
100,80,0.1,0.05,0.38,0.7,25.12105898,3.15202295,103.5619709,10000
100,80,0.1,0.05,0.38,1.0,27.05495874,4.319009733,105.1271096,10000
100,80,0.1,0.05,0.38,1.1,27.63604482,4.654260847,105.6540615,10000
100,80,0.1,0.05,0.38,1.6,30.16120389,6.021072369,108.3287068,10000
100,80,0.1,0.05,0.38,1.7,30.60147165,6.243428541,108.8717067,10000
100,80,0.1,0.05,0.38,1.8,31.02315432,6.451652704,109.4174284,10000
100,80,0.1,0.05,0.38,1.9,31.42728709,6.64672436,109.9658855,10000
100,80,0.1,0.05,0.4,0.0,20.0,0.0,100.0,10000
100,80,0.1,0.05,0.4,0.1,20.45586171,0.158600494,100.5012521,10000
100,80,0.1,0.05,0.4,0.2,21.29968399,0.71059448,101.0050167,10000
100,80,0.1,0.05,0.4,0.3,22.21924903,1.343697758,101.5113065,10000
100,80,0.1,0.05,0.4,0.4,23.1159283,1.959216103,102.020134,10000
100,80,0.1,0.05,0.4,0.5,23.9677982,2.535160959,102.5315121,10000
100,80,0.1,0.05,0.4,0.6,24.77174087,3.068350203,103.0454534,10000
100,80,0.1,0.05,0.4,0.7,25.52982116,3.560785124,103.5619709,10000
100,80,0.1,0.05,0.4,0.8,26.24544255,4.015806343,104.0810774,10000
100,80,0.1,0.05,0.4,1.0,27.5632115,4.827262496,105.1271096,10000
100,80,0.1,0.05,0.4,1.2,28.74989773,5.52707931,106.1836547,10000
100,80,0.1,0.05,0.4,1.3,29.30040311,5.841291251,106.7159024,10000
100,80,0.1,0.05,0.4,1.6,30.8041413,6.664009776,108.3287068,10000
100,80,0.1,0.05,0.4,1.7,31.26141664,6.90337353,108.8717067,10000
100,80,0.1,0.05,0.4,1.8,31.69893158,7.127429966,109.4174284,10000
100,80,0.1,0.05,0.42,0.0,20.0,0.0,100.0,10000
100,80,0.1,0.05,0.42,0.1,20.50339143,0.206130208,100.5012521,10000
100,80,0.1,0.05,0.42,0.2,21.4391553,0.850065788,101.0050167,10000
100,80,0.1,0.05,0.42,0.3,22.43564307,1.560091797,101.5113065,10000
100,80,0.1,0.05,0.42,0.4,23.39571907,2.239006868,102.020134,10000
100,80,0.1,0.05,0.42,0.5,24.30119766,2.868560414,102.5315121,10000
100,80,0.1,0.05,0.42,0.6,25.15150143,3.448110762,103.0454534,10000
100,80,0.1,0.05,0.42,0.7,25.95036402,3.981327991,103.5619709,10000
100,80,0.1,0.05,0.42,0.8,26.70232398,4.472687779,104.0810774,10000
100,80,0.1,0.05,0.42,1.4,30.44007173,6.749348568,107.2508181,10000
100,80,0.1,0.05,0.42,1.5,30.96028475,7.042574232,107.7884151,10000
100,80,0.1,0.05,0.42,1.7,31.93072938,7.572686271,108.8717067,10000
100,80,0.1,0.05,0.42,1.8,32.38386882,7.81236721,109.4174284,10000
100,80,0.1,0.05,0.42,2.0,33.23214861,8.24686705,110.5170918,10000
100,80,0.1,0.05,0.44,0.0,20.0,0.0,100.0,10000
100,80,0.1,0.05,0.44,0.1,20.55808441,0.260823187,100.5012521,10000
100,80,0.1,0.05,0.44,0.2,21.58919622,1.000106708,101.0050167,10000
100,80,0.1,0.05,0.44,0.3,22.66324258,1.787691303,101.5113065,10000
100,80,0.1,0.05,0.44,0.4,23.68667493,2.529962734,102.020134,10000
100,80,0.1,0.05,0.44,0.5,24.6455269,3.212889654,102.5315121,10000
100,80,0.1,0.05,0.44,0.6,25.54189997,3.838509306,103.0454534,10000
100,80,0.1,0.05,0.44,0.7,26.38124231,4.412206275,103.5619709,10000
100,80,0.1,0.05,0.44,1.2,29.90098648,6.678168055,106.1836547,10000
100,80,0.1,0.05,0.44,1.4,31.06347758,7.372754419,107.2508181,10000
100,80,0.1,0.05,0.44,1.7,32.60781064,8.249767531,108.8717067,10000
100,80,0.1,0.05,0.44,1.8,33.07635247,8.504850851,109.4174284,10000
100,80,0.1,0.05,0.44,2.0,33.95230793,8.967026374,110.5170918,10000
100,80,0.1,0.05,0.46,0.0,20.0,0.0,100.0,10000
100,80,0.1,0.05,0.46,0.1,20.61987819,0.322616967,100.5012521,10000
100,80,0.1,0.05,0.46,0.2,21.74906667,1.159977162,101.0050167,10000
100,80,0.1,0.05,0.46,0.3,22.90103101,2.02547973,101.5113065,10000
100,80,0.1,0.05,0.46,0.4,23.98765695,2.830944756,102.020134,10000
100,80,0.1,0.05,0.46,0.5,24.99958563,3.56694839,102.5315121,10000
100,80,0.1,0.05,0.46,0.6,25.94170176,4.238311091,103.0454534,10000
100,80,0.1,0.05,0.46,0.7,26.82119951,4.852163475,103.5619709,10000
100,80,0.1,0.05,0.46,0.9,28.41884918,5.933595815,104.602786,10000
100,80,0.1,0.05,0.46,1.0,29.14802531,6.412076299,105.1271096,10000
100,80,0.1,0.05,0.46,1.2,30.48864027,7.265821853,106.1836547,10000
100,80,0.1,0.05,0.46,1.4,31.69400518,8.003282022,107.2508181,10000
100,80,0.1,0.05,0.46,1.7,33.29128608,8.933242971,108.8717067,10000
100,80,0.1,0.05,0.46,1.8,33.77499564,9.203494029,109.4174284,10000
100,80,0.1,0.05,0.46,1.9,34.23686394,9.456301212,109.9658855,10000
100,80,0.1,0.05,0.46,2.0,34.67816636,9.692884801,110.5170918,10000
100,80,0.1,0.05,0.48,0.0,20.0,0.0,100.0,10000
100,80,0.1,0.05,0.48,0.1,20.68863656,0.39137534,100.5012521,10000
100,80,0.1,0.05,0.48,0.2,21.91805325,1.328963736,101.0050167,10000
100,80,0.1,0.05,0.48,0.3,23.14808122,2.272529939,101.5113065,10000
100,80,0.1,0.05,0.48,0.4,24.29764898,3.140936784,102.020134,10000
100,80,0.1,0.05,0.48,0.5,25.36231541,3.929678171,102.5315121,10000
100,80,0.1,0.05,0.48,0.6,26.34982557,4.6464349,103.0454534,10000
100,80,0.1,0.05,0.48,0.7,27.26914032,5.300104283,103.5619709,10000
100,80,0.1,0.05,0.48,1.0,29.6919624,6.956013391,105.1271096,10000
100,80,0.1,0.05,0.48,1.2,31.08278899,7.859970567,106.1836547,10000
100,80,0.1,0.05,0.48,1.3,31.72302053,8.263908663,106.7159024,10000
100,80,0.1,0.05,0.48,1.8,34.47859844,9.90709683,109.4174284,10000
100,80,0.1,0.05,0.48,1.9,34.95432347,10.17376074,109.9658855,10000
100,80,0.1,0.05,0.48,2.0,35.40850072,10.42321916,110.5170918,10000
100,80,0.1,0.05,0.5,0.0,20.0,0.0,100.0,10000
100,80,0.1,0.05,0.5,0.1,20.76416871,0.466907494,100.5012521,10000
100,80,0.1,0.05,0.5,0.2,22.09547853,1.506389017,101.0050167,10000
100,80,0.1,0.05,0.5,0.3,23.4035515,2.528000226,101.5113065,10000
100,80,0.1,0.05,0.5,0.4,24.61574526,3.45903306,102.020134,10000
100,80,0.1,0.05,0.5,0.5,25.73278191,4.300144666,102.5315121,10000
100,80,0.1,0.05,0.5,0.6,26.76532249,5.061931819,103.0454534,10000
100,80,0.1,0.05,0.5,0.7,27.72410695,5.755070919,103.5619709,10000
100,80,0.1,0.05,0.5,1.2,31.68244213,8.459623708,106.1836547,10000
100,80,0.1,0.05,0.5,1.7,34.67281857,10.31477546,108.8717067,10000
100,80,0.1,0.05,0.5,2.0,36.14224487,11.15696332,110.5170918,10000
100,85,0.1,0.05,0.1,0.0,15.0,0.0,100.0,10000
100,85,0.1,0.05,0.1,0.1,15.34701208,3.01158e-08,100.5012521,10000
100,85,0.1,0.05,0.1,0.2,15.68815017,5.4031e-05,101.0050167,10000
100,85,0.1,0.05,0.1,0.3,16.02410825,0.000784643,101.5113065,10000
100,85,0.1,0.05,0.1,0.4,16.35598126,0.003216253,102.020134,10000
100,85,0.1,0.05,0.1,0.5,16.68426845,0.007778326,102.5315121,10000
100,85,0.1,0.05,0.1,0.6,17.00887319,0.014305191,103.0454534,10000
100,85,0.1,0.05,0.1,0.7,17.3294438,0.022376867,103.5619709,10000
100,85,0.1,0.05,0.1,0.8,17.64558834,0.031533867,104.0810774,10000
100,85,0.1,0.05,0.1,1.1,18.56441541,0.061802117,105.6540615,10000
100,85,0.1,0.05,0.1,1.3,19.15047944,0.081844729,106.7159024,10000
100,85,0.1,0.05,0.1,1.7,20.25699326,0.117274233,108.8717067,10000
100,85,0.1,0.05,0.12,0.0,15.0,0.0,100.0,10000
100,85,0.1,0.05,0.12,0.1,15.3470157,3.64998e-06,100.5012521,10000
100,85,0.1,0.05,0.12,0.2,15.68895078,0.000854637,101.0050167,10000
100,85,0.1,0.05,0.12,0.3,16.02958401,0.006260402,101.5113065,10000
100,85,0.1,0.05,0.12,0.4,16.37095613,0.018191126,102.020134,10000
100,85,0.1,0.05,0.12,0.5,16.71226087,0.035770749,102.5315121,10000
100,85,0.1,0.05,0.12,0.6,17.05188296,0.057314965,103.0454534,10000
100,85,0.1,0.05,0.12,0.7,17.38834526,0.08127833,103.5619709,10000
100,85,0.1,0.05,0.12,0.9,18.0476248,0.132027367,104.602786,10000
100,85,0.1,0.05,0.12,1.4,19.59399561,0.250063628,107.2508181,10000
100,85,0.1,0.05,0.12,1.6,20.16881756,0.289404982,108.3287068,10000
100,85,0.1,0.05,0.12,1.7,20.4469245,0.307205475,108.8717067,10000
100,85,0.1,0.05,0.12,1.9,20.98493765,0.339170589,109.9658855,10000
100,85,0.1,0.05,0.14,0.0,15.0,0.0,100.0,10000
100,85,0.1,0.05,0.14,0.1,15.34708589,7.38378e-05,100.5012521,10000
100,85,0.1,0.05,0.14,0.2,15.69311564,0.005019497,101.0050167,10000
100,85,0.1,0.05,0.14,0.3,16.04752721,0.024203606,101.5113065,10000
100,85,0.1,0.05,0.14,0.4,16.40970183,0.056936826,102.020134,10000
100,85,0.1,0.05,0.14,0.5,16.77504192,0.098551796,102.5315121,10000
100,85,0.1,0.05,0.14,0.6,17.13957188,0.145003879,103.0454534,10000
100,85,0.1,0.05,0.14,0.7,17.50056163,0.193494695,103.5619709,10000
100,85,0.1,0.05,0.14,1.2,19.21046115,0.422244913,106.1836547,10000
100,85,0.1,0.05,0.14,1.5,20.14783828,0.533667641,107.7884151,10000
100,85,0.1,0.05,0.14,1.6,20.44552872,0.566116145,108.3287068,10000
100,85,0.1,0.05,0.14,1.8,21.01954322,0.624392664,109.4174284,10000
100,85,0.1,0.05,0.14,1.9,21.29617319,0.650406129,109.9658855,10000
100,85,0.1,0.05,0.14,2.0,21.56609491,0.674467117,110.5170918,10000
100,85,0.1,0.05,0.16,0.0,15.0,0.0,100.0,10000
100,85,0.1,0.05,0.16,0.1,15.34757724,0.000565192,100.5012521,10000
100,85,0.1,0.05,0.16,0.2,15.70518802,0.017091875,101.0050167,10000
100,85,0.1,0.05,0.16,0.3,16.08587975,0.062556142,101.5113065,10000
100,85,0.1,0.05,0.16,0.4,16.48069783,0.12793283,102.020134,10000
100,85,0.1,0.05,0.16,0.5,16.87990964,0.203419521,102.5315121,10000
100,85,0.1,0.05,0.16,0.6,17.27731086,0.282742863,103.0454534,10000
100,85,0.1,0.05,0.16,0.7,17.66930893,0.362241999,103.5619709,10000
100,85,0.1,0.05,0.16,1.1,19.1548443,0.652231007,105.6540615,10000
100,85,0.1,0.05,0.16,1.2,19.50339599,0.715179754,106.1836547,10000
100,85,0.1,0.05,0.16,1.4,20.17319439,0.829262405,107.2508181,10000
100,85,0.1,0.05,0.16,1.5,20.49481894,0.880648301,107.7884151,10000
100,85,0.1,0.05,0.16,1.7,21.11265103,0.972932001,108.8717067,10000
100,85,0.1,0.05,0.16,1.8,21.40933496,1.014184404,109.4174284,10000
100,85,0.1,0.05,0.16,2.0,21.9794143,1.087786505,110.5170918,10000
100,85,0.1,0.05,0.18,0.0,15.0,0.0,100.0,10000
100,85,0.1,0.05,0.18,0.1,15.34944214,0.002430089,100.5012521,10000
100,85,0.1,0.05,0.18,0.2,15.73001605,0.041919906,101.0050167,10000
100,85,0.1,0.05,0.18,0.3,16.14989394,0.126570333,101.5113065,10000
100,85,0.1,0.05,0.18,0.4,16.58739926,0.234634253,102.020134,10000
100,85,0.1,0.05,0.18,0.5,17.02792255,0.351432433,102.5315121,10000
100,85,0.1,0.05,0.18,0.6,17.4637908,0.469222799,103.0454534,10000
100,85,0.1,0.05,0.18,0.7,17.89113248,0.584065545,103.5619709,10000
100,85,0.1,0.05,0.18,0.8,18.30806122,0.694006749,104.0810774,10000
100,85,0.1,0.05,0.18,0.9,18.71374227,0.798144839,104.602786,10000
100,85,0.1,0.05,0.18,1.1,19.49060512,0.987991823,105.6540615,10000
100,85,0.1,0.05,0.18,1.6,21.24172312,1.362310542,108.3287068,10000
100,85,0.1,0.05,0.18,2.0,22.46854075,1.576912955,110.5170918,10000
100,85,0.1,0.05,0.2,0.0,15.0,0.0,100.0,10000
100,85,0.1,0.05,0.2,0.1,15.35425653,0.007244476,100.5012521,10000
100,85,0.1,0.05,0.2,0.2,15.77132495,0.083228806,101.0050167,10000
100,85,0.1,0.05,0.2,0.3,16.24171556,0.218391956,101.5113065,10000
100,85,0.1,0.05,0.2,0.4,16.72949598,0.376730975,102.020134,10000
100,85,0.1,0.05,0.2,0.5,17.21647328,0.539983157,102.5315121,10000
100,85,0.1,0.05,0.2,0.6,17.69445915,0.699891153,103.0454534,10000
100,85,0.1,0.05,0.2,0.7,18.15986644,0.852799511,103.5619709,10000
100,85,0.1,0.05,0.2,1.0,19.47098897,1.259227052,105.1271096,10000
100,85,0.1,0.05,0.2,1.1,19.87982139,1.377208098,105.6540615,10000
100,85,0.1,0.05,0.2,1.2,20.27525229,1.487036057,106.1836547,10000
100,85,0.1,0.05,0.2,1.3,20.65781859,1.589183877,106.7159024,10000
100,85,0.1,0.05,0.2,1.6,21.73368321,1.854270636,108.3287068,10000
100,85,0.1,0.05,0.2,1.7,22.07004257,1.930323539,108.8717067,10000
100,85,0.1,0.05,0.2,2.0,23.01862308,2.126995286,110.5170918,10000
100,85,0.1,0.05,0.22,0.0,15.0,0.0,100.0,10000
100,85,0.1,0.05,0.22,0.1,15.36391366,0.016901609,100.5012521,10000
100,85,0.1,0.05,0.22,0.2,15.83125184,0.143155698,101.0050167,10000
100,85,0.1,0.05,0.22,0.3,16.36118222,0.337858607,101.5113065,10000
100,85,0.1,0.05,0.22,0.4,16.90458664,0.551821641,102.020134,10000
100,85,0.1,0.05,0.22,0.5,17.44137533,0.764885206,102.5315121,10000
100,85,0.1,0.05,0.22,0.6,17.96374117,0.969173173,103.0454534,10000
100,85,0.1,0.05,0.22,0.7,18.46884294,1.161776009,103.5619709,10000
100,85,0.1,0.05,0.22,0.8,18.95595198,1.341897512,104.0810774,10000
100,85,0.1,0.05,0.22,0.9,19.42526767,1.509670238,104.602786,10000
100,85,0.1,0.05,0.22,1.1,20.31309004,1.810476742,105.6540615,10000
100,85,0.1,0.05,0.22,1.2,20.73316556,1.944949322,106.1836547,10000
100,85,0.1,0.05,0.22,1.3,21.13841367,2.069778961,106.7159024,10000
100,85,0.1,0.05,0.22,1.7,22.62553398,2.485814953,108.8717067,10000
100,85,0.1,0.05,0.22,1.8,22.96701489,2.571864334,109.4174284,10000
100,85,0.1,0.05,0.22,2.0,23.61740337,2.72577558,110.5170918,10000
100,85,0.1,0.05,0.24,0.0,15.0,0.0,100.0,10000
100,85,0.1,0.05,0.24,0.1,15.38023819,0.033226136,100.5012521,10000
100,85,0.1,0.05,0.24,0.2,15.91052787,0.222431724,101.0050167,10000
100,85,0.1,0.05,0.24,0.3,16.5067654,0.483441794,101.5113065,10000
100,85,0.1,0.05,0.24,0.4,17.10938537,0.756620363,102.020134,10000
100,85,0.1,0.05,0.24,0.5,17.69807424,1.021584121,102.5315121,10000
100,85,0.1,0.05,0.24,0.6,18.26615005,1.27158205,103.0454534,10000
100,85,0.1,0.05,0.24,0.7,18.81186594,1.504799006,103.5619709,10000
100,85,0.1,0.05,0.24,0.8,19.33537191,1.721317438,104.0810774,10000
100,85,0.1,0.05,0.24,0.9,19.83754898,1.921951547,104.602786,10000
100,85,0.1,0.05,0.24,1.0,20.31952962,2.107767698,105.1271096,10000
100,85,0.1,0.05,0.24,1.1,20.78249296,2.279879661,105.6540615,10000
100,85,0.1,0.05,0.24,1.2,21.22757765,2.439361415,106.1836547,10000
100,85,0.1,0.05,0.24,1.3,21.65584728,2.587212568,106.7159024,10000
100,85,0.1,0.05,0.24,1.4,22.06827982,2.724347836,107.2508181,10000
100,85,0.1,0.05,0.24,1.6,22.84912515,2.969712572,108.3287068,10000
100,85,0.1,0.05,0.24,2.0,24.25509876,3.363470972,110.5170918,10000
100,85,0.1,0.05,0.26,0.0,15.0,0.0,100.0,10000
100,85,0.1,0.05,0.26,0.1,15.4047193,0.057707252,100.5012521,10000
100,85,0.1,0.05,0.26,0.2,16.00887618,0.320780038,101.0050167,10000
100,85,0.1,0.05,0.26,0.3,16.67627885,0.652955238,101.5113065,10000
100,85,0.1,0.05,0.26,0.4,17.3404211,0.987656099,102.020134,10000
100,85,0.1,0.05,0.26,0.5,17.98223543,1.305745312,102.5315121,10000
100,85,0.1,0.05,0.26,0.6,18.59674233,1.602174329,103.0454534,10000
100,85,0.1,0.05,0.26,0.7,19.18354004,1.876473102,103.5619709,10000
100,85,0.1,0.05,0.26,0.9,20.27907413,2.363476692,104.602786,10000
100,85,0.1,0.05,0.26,1.0,20.79112826,2.579366342,105.1271096,10000
100,85,0.1,0.05,0.26,1.3,22.20329301,3.134658299,106.7159024,10000
100,85,0.1,0.05,0.26,1.4,22.63715108,3.293219097,107.2508181,10000
